date,day_of_week,week_of_year,food_item,temperature,is_exam_day,is_event_day,is_holiday,avg_last_7_days_sales,prev_day_sales,quantity_prepared,actual_sales,leftover_quantity
2024-07-19,4,29,Fried Rice,34.9,1,1,0,86,71,94,84,10
2024-07-20,5,29,Veg Biryani,23.54,1,1,0,65,78,64,41,23
2024-07-21,6,29,Veg Biryani,24.09,1,1,1,117,127,100,75,25
2024-07-22,0,30,Veg Biryani,27.69,1,0,0,124,109,120,90,30
2024-07-23,1,30,Fried Rice,33.78,1,1,0,62,60,69,63,6
2024-07-24,2,30,Idli Sambar,27.51,1,1,0,136,121,137,138,0
2024-07-25,3,30,Sandwich,30.67,1,0,0,87,75,79,67,12
2024-07-26,4,30,Chicken Biryani,25.9,1,0,0,138,138,130,103,27
2024-07-27,5,30,Masala Dosa,34.22,1,0,0,70,55,63,52,11
2024-07-28,6,30,Chicken Biryani,21.67,1,0,1,108,118,52,43,9
2024-07-29,0,31,Idli Sambar,28.54,1,0,0,138,124,130,102,28
2024-07-30,1,31,Veg Biryani,31.24,0,0,0,95,107,102,109,0
2024-07-31,2,31,Paratha,22.5,1,1,0,115,102,133,121,12
2024-08-01,3,31,Fries,34.17,0,1,0,139,149,172,156,16
2024-08-02,4,31,Poha,20.81,1,1,0,110,116,122,109,13
2024-08-03,5,31,Chicken Biryani,30.81,0,1,0,127,115,165,158,7
2024-08-04,6,31,Fries,36.09,0,0,1,109,109,83,83,0
2024-08-05,0,32,Fries,26.42,0,1,0,103,94,138,140,0
2024-08-06,1,32,Paratha,26.56,1,1,0,113,123,130,117,13
2024-08-07,2,32,Poha,32.5,1,1,0,73,84,65,68,0
2024-08-08,3,32,Noodles,25.61,1,0,0,117,116,108,86,22
2024-08-09,4,32,Veg Biryani,31.08,0,1,0,141,141,170,167,3
2024-08-10,5,32,Fried Rice,28.48,0,0,0,66,64,74,56,18
2024-08-11,6,32,Pasta,31.85,1,0,1,92,80,36,23,13
2024-08-12,0,33,Poha,32.92,1,0,0,121,130,121,112,9
2024-08-13,1,33,Pasta,34.36,0,1,0,88,87,107,103,4
2024-08-14,2,33,Pasta,25.17,0,1,0,116,117,148,137,11
2024-08-15,3,33,Idli Sambar,29.16,0,1,0,104,98,145,135,10
2024-08-16,4,33,Chole Bhature,30.95,0,1,0,117,117,149,120,29
2024-08-17,5,33,Fries,38.65,1,1,0,111,100,119,89,30
2024-08-18,6,33,Poha,25.83,1,0,1,64,70,22,0,22
2024-08-19,0,34,Upma,27.02,0,1,0,135,148,161,156,5
2024-08-20,1,34,"Schezwan Fried Rice,Paneer Butter Masala",28.5,0,1,0,89,82,118,87,31
2024-08-21,2,34,Fried Rice,24.12,0,0,0,72,63,80,80,0
2024-08-22,3,34,Upma,39.1,1,1,0,146,139,149,138,11
2024-08-23,4,34,Paratha,33.63,1,0,0,141,138,128,129,0
2024-08-24,5,34,Idli Sambar,30.68,1,1,0,103,97,117,107,10
2024-08-25,6,34,Fries,30.0,0,0,1,129,135,108,78,30
2024-08-26,0,35,Dal Tadka,38.26,0,0,0,85,94,95,92,3
2024-08-27,1,35,Idli Sambar,34.63,0,1,0,125,120,147,151,0
2024-08-28,2,35,Chicken Biryani,31.14,0,1,0,77,82,102,94,8
2024-08-29,3,35,Fries,26.33,1,1,0,89,81,88,74,14
2024-08-30,4,35,Pasta,26.65,0,1,0,132,135,173,170,3
2024-08-31,5,35,Sandwich,23.87,1,1,0,131,134,137,134,3
2024-09-01,6,35,Upma,36.43,1,1,1,121,124,107,106,1
2024-09-02,0,36,Chole Bhature,38.27,0,1,0,142,131,175,169,6
2024-09-03,1,36,Pasta,27.07,1,1,0,75,82,80,62,18
2024-09-04,2,36,"Schezwan Fried Rice,Paneer Butter Masala",26.01,0,0,0,128,129,132,121,11
2024-09-05,3,36,Chole Bhature,20.1,0,1,0,72,84,97,89,8
2024-09-06,4,36,Veg Biryani,30.58,1,0,0,89,99,86,60,26
2024-09-07,5,36,Poha,28.72,1,1,0,92,102,97,93,4
2024-09-08,6,36,"Schezwan Fried Rice,Paneer Butter Masala",34.07,1,0,1,105,107,59,53,6
2024-09-09,0,37,"Schezwan Fried Rice,Paneer Butter Masala",30.64,1,0,0,77,88,62,62,0
2024-09-10,1,37,Pasta,29.19,1,1,0,88,98,96,84,12
2024-09-11,2,37,Veg Biryani,23.13,1,0,0,65,75,52,23,29
2024-09-12,3,37,"Schezwan Fried Rice,Paneer Butter Masala",33.91,1,1,0,107,98,105,108,0
2024-09-13,4,37,"Schezwan Fried Rice,Paneer Butter Masala",31.34,1,0,0,72,77,59,50,9
2024-09-14,5,37,Upma,28.75,1,0,0,111,97,94,91,3
2024-09-15,6,37,Fried Rice,29.45,0,1,1,117,103,109,86,23
2024-09-16,0,38,Fries,23.83,1,0,0,78,65,71,53,18
2024-09-17,1,38,Sandwich,34.79,0,1,0,135,124,162,156,6
2024-09-18,2,38,Chole Bhature,34.66,0,0,0,122,135,145,126,19
2024-09-19,3,38,Chole Bhature,33.66,1,1,0,100,86,106,89,17
2024-09-20,4,38,Chicken Biryani,34.49,0,0,0,105,118,107,96,11
2024-09-21,5,38,Chole Bhature,35.65,1,0,0,119,113,107,92,15
2024-09-22,6,38,Idli Sambar,23.64,1,0,1,146,132,105,89,16
2024-09-23,0,39,Dal Tadka,23.76,0,0,0,85,98,91,75,16
2024-09-24,1,39,Masala Dosa,31.56,0,1,0,77,70,103,97,6
2024-09-25,2,39,Dal Tadka,25.57,0,1,0,124,129,158,133,25
2024-09-26,3,39,Fried Rice,27.24,0,1,0,87,84,132,124,8
2024-09-27,4,39,Chole Bhature,30.12,1,1,0,99,109,110,99,11
2024-09-28,5,39,Idli Sambar,27.25,1,1,0,105,111,107,99,8
2024-09-29,6,39,Masala Dosa,33.05,1,0,1,70,59,22,8,14
2024-09-30,0,40,Poha,31.91,0,0,0,98,112,110,104,6
2024-10-01,1,40,"Schezwan Fried Rice,Paneer Butter Masala",29.5,1,1,0,119,114,117,98,19
2024-10-02,2,40,Chicken Biryani,21.6,0,1,0,111,108,159,153,6
2024-10-03,3,40,Pasta,35.27,0,1,0,97,101,137,110,27
2024-10-04,4,40,"Schezwan Fried Rice,Paneer Butter Masala",26.38,0,1,0,100,109,117,97,20
2024-10-05,5,40,Sandwich,33.31,0,0,0,110,99,119,108,11
2024-10-06,6,40,Idli Sambar,26.24,1,0,1,94,90,39,39,0
2024-10-07,0,41,Dal Tadka,30.97,1,1,0,136,145,145,122,23
2024-10-08,1,41,Masala Dosa,33.08,0,0,0,128,136,135,110,25
2024-10-09,2,41,Fried Rice,30.87,1,1,0,131,139,141,145,0
2024-10-10,3,41,Chole Bhature,27.07,0,0,0,136,133,146,144,2
2024-10-11,4,41,Upma,33.85,1,0,0,105,119,104,81,23
2024-10-12,5,41,Fries,31.96,0,1,0,109,106,155,124,31
2024-10-13,6,41,"Schezwan Fried Rice,Paneer Butter Masala",26.7,1,1,1,122,111,105,86,19
2024-10-14,0,42,Veg Biryani,31.31,0,1,0,119,126,151,154,0
2024-10-15,1,42,Sandwich,35.12,1,1,0,141,154,158,140,18
2024-10-16,2,42,Chicken Biryani,18.93,0,0,0,117,115,144,129,15
2024-10-17,3,42,Sandwich,27.97,0,1,0,112,103,140,141,0
2024-10-18,4,42,Masala Dosa,27.78,1,0,0,77,70,59,48,11
2024-10-19,5,42,Veg Biryani,29.2,1,1,0,76,79,73,74,0
2024-10-20,6,42,Chole Bhature,19.55,0,1,1,127,121,128,121,7
2024-10-21,0,43,Chicken Biryani,29.15,1,1,0,70,81,84,83,1
2024-10-22,1,43,Rajma Rice,20.54,0,1,0,139,130,171,174,0
2024-10-23,2,43,Masala Dosa,28.07,0,1,0,75,67,103,97,6
2024-10-24,3,43,Poha,24.01,1,0,0,76,69,58,57,1
2024-10-25,4,43,Chole Bhature,36.03,0,0,0,79,88,83,82,1
2024-10-26,5,43,"Schezwan Fried Rice,Paneer Butter Masala",24.13,1,1,0,143,133,139,141,0
2024-10-27,6,43,Veg Biryani,33.67,1,0,1,60,49,17,0,17
2024-10-28,0,44,Veg Biryani,24.67,1,1,0,73,83,82,74,8
2024-10-29,1,44,Upma,41.9,1,0,0,90,98,69,62,7
2024-10-30,2,44,Veg Biryani,25.77,0,0,0,83,80,98,90,8
2024-10-31,3,44,Masala Dosa,29.93,1,1,0,77,66,86,57,29
2024-11-01,4,44,Rajma Rice,28.11,0,1,0,112,124,139,119,20
2024-11-02,5,44,Noodles,30.73,1,0,0,90,91,81,58,23
2024-11-03,6,44,Fries,27.12,0,0,1,74,69,47,37,10
2024-11-04,0,45,Poha,31.7,1,0,0,88,90,77,59,18
2024-11-05,1,45,Poha,33.43,0,0,0,82,93,105,102,3
2024-11-06,2,45,Rajma Rice,29.29,0,1,0,125,136,159,137,22
2024-11-07,3,45,Upma,27.19,0,1,0,109,107,135,121,14
2024-11-08,4,45,Rajma Rice,32.4,0,1,0,70,66,98,96,2
2024-11-09,5,45,Idli Sambar,30.21,0,1,0,134,125,168,152,16
2024-11-10,6,45,Dal Tadka,38.94,0,0,1,142,142,137,123,14
2024-11-11,0,46,Veg Biryani,32.74,0,0,0,137,129,148,138,10
2024-11-12,1,46,Chole Bhature,31.62,1,1,0,94,83,101,88,13
2024-11-13,2,46,Chole Bhature,27.33,1,0,0,102,88,82,70,12
2024-11-14,3,46,Fries,30.75,1,0,0,126,122,110,91,19
2024-11-15,4,46,Masala Dosa,36.09,0,0,0,88,89,102,96,6
2024-11-16,5,46,Paratha,25.41,1,0,0,73,69,72,44,28
2024-11-17,6,46,Fried Rice,26.28,0,0,1,141,149,117,113,4
2024-11-18,0,47,Rajma Rice,27.93,0,0,0,93,85,116,92,24
2024-11-19,1,47,Masala Dosa,25.22,0,1,0,77,73,111,93,18
2024-11-20,2,47,Veg Biryani,31.85,1,0,0,87,79,69,63,6
2024-11-21,3,47,Chicken Biryani,31.14,1,1,0,94,98,104,99,5
2024-11-22,4,47,Masala Dosa,33.18,1,1,0,141,139,159,151,8
2024-11-23,5,47,Masala Dosa,33.54,1,0,0,112,104,95,68,27
2024-11-24,6,47,Poha,31.66,1,0,1,64,49,21,29,0
2024-11-25,0,48,Chole Bhature,43.46,1,0,0,85,94,60,45,15
2024-11-26,1,48,Dal Tadka,34.14,1,1,0,99,111,108,81,27
2024-11-27,2,48,"Schezwan Fried Rice,Paneer Butter Masala",31.34,1,0,0,63,57,61,45,16
2024-11-28,3,48,Fried Rice,25.88,1,0,0,84,75,70,43,27
2024-11-29,4,48,Chole Bhature,23.64,1,1,0,79,82,95,74,21
2024-11-30,5,48,Masala Dosa,31.06,1,1,0,126,133,128,130,0
2024-12-01,6,48,Idli Sambar,26.66,0,0,1,78,88,53,48,5
2024-12-02,0,49,Fries,26.6,1,0,0,100,100,91,86,5
2024-12-03,1,49,Chicken Biryani,27.76,0,1,0,78,69,117,94,23
2024-12-04,2,49,Pasta,31.19,0,0,0,133,121,148,153,0
2024-12-05,3,49,Chicken Biryani,34.85,0,0,0,92,92,98,105,0
2024-12-06,4,49,"Schezwan Fried Rice,Paneer Butter Masala",32.36,1,1,0,81,68,83,72,11
2024-12-07,5,49,Upma,30.02,0,0,0,113,103,128,105,23
2024-12-08,6,49,Pasta,36.15,0,0,1,61,54,41,48,0
2024-12-09,0,50,Idli Sambar,41.03,1,1,0,114,106,113,115,0
2024-12-10,1,50,Idli Sambar,36.0,1,0,0,65,61,54,40,14
2024-12-11,2,50,Upma,26.35,0,0,0,92,106,98,90,8
2024-12-12,3,50,Dal Tadka,30.07,0,1,0,67,76,92,79,13
2024-12-13,4,50,Chicken Biryani,28.41,0,1,0,130,129,165,168,0
2024-12-14,5,50,Idli Sambar,24.85,0,1,0,126,138,161,135,26
2024-12-15,6,50,Masala Dosa,35.17,0,0,1,67,58,44,38,6
2024-12-16,0,51,Pasta,26.56,1,1,0,105,95,107,86,21
2024-12-17,1,51,Chole Bhature,22.64,1,0,0,138,134,124,118,6
2024-12-18,2,51,Upma,23.13,1,0,0,111,117,108,84,24
2024-12-19,3,51,"Schezwan Fried Rice,Paneer Butter Masala",24.56,0,1,0,136,141,164,140,24
2024-12-20,4,51,Rajma Rice,27.19,0,0,0,72,57,94,80,14
2024-12-21,5,51,Rajma Rice,29.43,1,1,0,71,65,77,81,0
2024-12-22,6,51,Fried Rice,32.83,1,0,1,70,84,19,13,6
2024-12-23,0,52,Chicken Biryani,34.04,1,0,0,60,68,45,42,3
2024-12-24,1,52,Chole Bhature,25.76,0,1,0,71,79,100,87,13
2024-12-25,2,52,Fries,35.24,1,1,0,127,131,138,133,5
2024-12-26,3,52,Dal Tadka,32.44,1,1,0,134,142,133,132,1
2024-12-27,4,52,Rajma Rice,28.56,0,0,0,149,141,160,133,27
2024-12-28,5,52,Rajma Rice,37.45,1,0,0,136,143,117,112,5
2024-12-29,6,52,Chole Bhature,30.46,1,1,1,90,103,78,74,4
2024-12-30,0,1,Chicken Biryani,34.48,0,0,0,86,85,102,68,34
2024-01-01,0,1,Masala Dosa,32.46,0,1,0,132,139,167,160,7
2024-01-02,1,1,Rajma Rice,34.94,1,0,0,84,81,80,50,30
2024-01-03,2,1,Fries,33.58,0,0,0,148,151,159,131,28
2024-01-04,3,1,Paratha,41.97,1,0,0,130,120,115,94,21
2024-01-05,4,1,Fries,33.71,0,0,0,145,159,147,146,1
2024-01-06,5,1,Veg Biryani,27.39,0,0,0,92,90,112,94,18
2024-01-07,6,1,Masala Dosa,29.93,0,1,1,67,74,73,57,16
2024-01-08,0,2,Masala Dosa,20.99,0,1,0,123,134,158,150,8
2024-01-09,1,2,Chole Bhature,23.92,0,1,0,112,125,138,140,0
2024-01-10,2,2,Chicken Biryani,24.39,0,0,0,90,86,102,92,10
2024-01-11,3,2,Fried Rice,28.11,1,0,0,107,103,84,77,7
2024-01-12,4,2,Chole Bhature,26.26,0,0,0,65,75,81,70,11
2024-01-13,5,2,Veg Biryani,24.11,1,0,0,141,141,126,127,0
2024-01-14,6,2,Noodles,28.9,1,0,1,149,153,108,102,6
2024-01-15,0,3,Sandwich,25.96,1,1,0,129,140,142,140,2
2024-01-16,1,3,Veg Biryani,29.91,1,0,0,68,78,58,46,12
2024-01-17,2,3,Upma,25.07,1,0,0,79,82,68,46,22
2024-01-18,3,3,Pasta,34.26,1,0,0,109,95,94,76,18
2024-01-19,4,3,Noodles,21.45,1,0,0,103,89,96,95,1
2024-01-20,5,3,Dal Tadka,27.21,1,0,0,121,128,111,90,21
2024-01-21,6,3,Masala Dosa,30.63,1,1,1,97,101,58,49,9
2024-01-22,0,4,"Schezwan Fried Rice,Paneer Butter Masala",28.75,0,1,0,89,90,115,112,3
2024-01-23,1,4,Noodles,33.96,1,0,0,118,132,107,106,1
2024-01-24,2,4,Dal Tadka,32.27,1,1,0,91,85,96,76,20
2024-01-25,3,4,Masala Dosa,30.16,0,0,0,113,109,117,97,20
2024-01-26,4,4,Dal Tadka,34.03,0,1,0,141,146,176,168,8
2024-01-27,5,4,Poha,29.8,0,0,0,77,81,97,73,24
2024-01-28,6,4,Idli Sambar,22.98,1,1,1,108,109,91,68,23
2024-01-29,0,5,Paratha,24.99,0,0,0,108,96,110,110,0
2024-01-30,1,5,Fries,33.94,0,1,0,114,123,149,124,25
2024-01-31,2,5,Dal Tadka,26.75,0,1,0,130,140,163,146,17
2024-02-01,3,5,Fries,33.05,1,0,0,94,82,78,71,7
2024-02-02,4,5,Upma,25.53,1,0,0,98,106,83,74,9
2024-02-03,5,5,Rajma Rice,23.47,0,0,0,93,84,112,106,6
2024-02-04,6,5,Idli Sambar,32.91,1,1,1,61,52,43,25,18
2024-02-05,0,6,Poha,27.75,0,0,0,93,84,101,99,2
2024-02-06,1,6,Pasta,27.13,1,1,0,136,125,146,133,13
2024-02-07,2,6,Chole Bhature,32.68,1,0,0,78,69,60,45,15
2024-02-08,3,6,Paratha,28.0,0,0,0,134,142,146,139,7
2024-02-09,4,6,Idli Sambar,32.68,1,0,0,130,139,108,91,17
2024-02-10,5,6,Paratha,26.38,1,0,0,125,128,107,83,24
2024-02-11,6,6,Upma,30.0,0,1,1,116,105,115,111,4
2024-02-12,0,7,Fried Rice,35.31,1,0,0,65,67,55,34,21
2024-02-13,1,7,"Schezwan Fried Rice,Paneer Butter Masala",36.06,1,1,0,124,121,121,98,23
2024-02-14,2,7,Rajma Rice,25.59,1,1,0,114,112,111,112,0
2024-02-15,3,7,Paratha,37.02,1,0,0,112,113,89,84,5
2024-02-16,4,7,Veg Biryani,27.93,1,1,0,80,77,80,78,2
2024-02-17,5,7,Pasta,25.02,0,1,0,85,92,109,86,23
2024-02-18,6,7,Pasta,31.09,0,0,1,75,83,71,66,5
2024-02-19,0,8,Rajma Rice,27.77,0,1,0,67,75,92,82,10
2024-02-20,1,8,Dal Tadka,31.27,0,1,0,105,106,132,116,16
2024-02-21,2,8,Pasta,26.89,0,0,0,149,146,164,139,25
2024-02-22,3,8,Sandwich,35.15,1,1,0,107,105,119,99,20
2024-02-23,4,8,Chicken Biryani,28.32,1,1,0,102,103,99,99,0
2024-02-24,5,8,Fried Rice,21.45,0,0,0,134,143,139,119,20
2024-02-25,6,8,Upma,36.15,1,1,1,129,117,110,102,8
2024-02-26,0,9,Fries,31.8,0,0,0,96,86,96,88,8
2024-02-27,1,9,Fried Rice,32.52,0,0,0,81,74,99,77,22
2024-02-28,2,9,Pasta,27.13,0,0,0,129,135,135,106,29
2024-02-29,3,9,Masala Dosa,31.67,0,0,0,119,117,126,108,18
2024-03-01,4,9,Chole Bhature,28.97,0,1,0,98,89,126,122,4
2024-03-02,5,9,Poha,27.14,1,0,0,90,75,73,60,13
2024-03-03,6,9,Noodles,23.01,1,0,1,90,97,47,45,2
2024-03-04,0,10,Chicken Biryani,36.01,0,0,0,61,51,72,60,12
2024-03-05,1,10,Rajma Rice,34.86,1,1,0,122,117,138,125,13
2024-03-06,2,10,Poha,29.93,1,0,0,69,59,61,50,11
2024-03-07,3,10,Masala Dosa,23.26,0,0,0,141,145,151,125,26
2024-03-08,4,10,"Schezwan Fried Rice,Paneer Butter Masala",28.46,0,1,0,143,129,177,154,23
2024-03-09,5,10,Pasta,25.92,1,0,0,70,55,48,21,27
2024-03-10,6,10,Chicken Biryani,28.0,0,1,1,142,128,158,148,10
2024-03-11,0,11,Fried Rice,27.71,0,1,0,71,77,106,85,21
2024-03-12,1,11,Pasta,28.96,1,0,0,89,103,66,52,14
2024-03-13,2,11,Fried Rice,31.32,0,1,0,139,147,173,167,6
2024-03-14,3,11,Sandwich,36.11,1,1,0,85,71,95,83,12
2024-03-15,4,11,Noodles,31.76,0,0,0,94,89,93,98,0
2024-03-16,5,11,Poha,32.62,1,0,0,113,104,103,100,3
2024-03-17,6,11,Noodles,26.12,1,1,1,118,112,102,85,17
2024-03-18,0,12,Paratha,30.39,0,1,0,101,115,134,123,11
2024-03-19,1,12,Masala Dosa,36.23,1,0,0,61,62,43,36,7
2024-03-20,2,12,Noodles,22.01,1,1,0,68,74,72,55,17
2024-03-21,3,12,Fries,26.76,0,0,0,142,130,156,127,29
2024-03-22,4,12,Sandwich,34.16,0,0,0,68,61,91,69,22
2024-03-23,5,12,Fried Rice,28.71,0,1,0,142,142,177,166,11
2024-03-24,6,12,Rajma Rice,35.41,0,1,1,128,128,115,97,18
2024-03-25,0,13,Chicken Biryani,31.54,1,1,0,140,150,149,145,4
2024-03-26,1,13,Masala Dosa,32.44,0,0,0,92,78,104,108,0
2024-03-27,2,13,Masala Dosa,25.08,0,0,0,63,60,71,78,0
2024-03-28,3,13,Chicken Biryani,27.74,0,0,0,147,133,157,162,0
2024-03-29,4,13,Pasta,30.88,1,1,0,69,54,72,56,16
2024-03-30,5,13,"Schezwan Fried Rice,Paneer Butter Masala",25.17,0,0,0,119,118,130,132,0
2024-03-31,6,13,Idli Sambar,27.1,0,1,1,123,116,121,116,5
2024-04-01,0,14,Rajma Rice,31.69,0,1,0,84,95,112,109,3
2024-04-02,1,14,Paratha,29.64,1,1,0,108,93,127,101,26
2024-04-03,2,14,Idli Sambar,34.26,0,0,0,96,82,112,107,5
2024-04-04,3,14,Fried Rice,34.59,0,1,0,138,130,160,163,0
2024-04-05,4,14,Rajma Rice,43.64,1,1,0,127,141,137,123,14
2024-04-06,5,14,Fried Rice,21.49,1,1,0,101,90,117,97,20
2024-04-07,6,14,Noodles,27.19,0,1,1,98,100,89,83,6
2024-04-08,0,15,Noodles,20.01,1,0,0,120,124,105,87,18
2024-04-09,1,15,Noodles,30.17,1,1,0,93,105,96,77,19
2024-04-10,2,15,Dal Tadka,21.32,0,0,0,143,128,150,134,16
2024-04-11,3,15,Noodles,25.34,0,1,0,139,138,181,172,9
2024-04-12,4,15,Veg Biryani,26.86,1,1,0,72,70,83,61,22
2024-04-13,5,15,Chole Bhature,28.54,1,0,0,120,131,120,94,26
2024-04-14,6,15,"Schezwan Fried Rice,Paneer Butter Masala",20.81,1,1,1,118,120,87,91,0
2024-04-15,0,16,Chole Bhature,25.93,1,1,0,76,71,93,66,27
2024-04-16,1,16,Upma,28.19,1,1,0,113,123,113,106,7
2024-04-17,2,16,Rajma Rice,27.48,1,0,0,146,142,126,115,11
2024-04-18,3,16,Pasta,33.76,1,0,0,61,75,41,27,14
2024-04-19,4,16,Poha,34.11,1,0,0,135,120,113,104,9
2024-04-20,5,16,Fries,22.13,1,1,0,133,131,128,125,3
2024-04-21,6,16,Dal Tadka,25.0,1,0,1,97,108,51,37,14
2024-04-22,0,17,Paratha,28.22,0,0,0,127,140,140,110,30
2024-04-23,1,17,Idli Sambar,23.5,1,1,0,149,148,160,150,10
2024-04-24,2,17,Fried Rice,34.35,1,0,0,129,142,122,113,9
2024-04-25,3,17,Pasta,38.07,1,1,0,134,125,156,147,9
2024-04-26,4,17,Masala Dosa,26.48,0,1,0,106,103,123,117,6
2024-04-27,5,17,Upma,26.87,0,1,0,132,144,161,147,14
2024-04-28,6,17,Veg Biryani,31.04,0,0,1,113,99,95,73,22
2024-04-29,0,18,Dal Tadka,26.38,0,0,0,125,115,136,134,2
2024-04-30,1,18,Idli Sambar,30.33,1,1,0,69,68,82,54,28
2024-05-01,2,18,Sandwich,26.02,1,0,0,71,68,59,38,21
2024-05-02,3,18,"Schezwan Fried Rice,Paneer Butter Masala",30.71,0,0,0,88,90,116,95,21
2024-05-03,4,18,Pasta,40.66,0,0,0,93,94,104,100,4
2024-05-04,5,18,Sandwich,26.14,0,0,0,122,135,142,142,0
2024-05-05,6,18,Fried Rice,21.13,0,0,1,67,54,45,35,10
2024-05-06,0,19,Pasta,33.44,0,0,0,68,82,78,64,14
2024-05-07,1,19,Poha,26.94,0,1,0,79,66,121,98,23
2024-05-08,2,19,"Schezwan Fried Rice,Paneer Butter Masala",33.9,1,0,0,103,95,92,87,5
2024-05-09,3,19,Noodles,35.77,0,0,0,103,103,123,113,10
2024-05-10,4,19,Chicken Biryani,40.07,1,0,0,63,59,53,36,17
2024-05-11,5,19,Dal Tadka,33.19,0,0,0,85,75,101,75,26
2024-05-12,6,19,Dal Tadka,24.82,1,0,1,142,143,106,99,7
2024-05-13,0,20,Pasta,28.98,1,0,0,87,92,67,67,0
2024-05-14,1,20,Rajma Rice,34.79,0,0,0,73,86,86,77,9
2024-05-15,2,20,Noodles,27.09,0,0,0,92,93,112,105,7
2024-05-16,3,20,Fried Rice,31.6,0,1,0,62,75,91,83,8
2024-05-17,4,20,Fried Rice,29.0,1,1,0,137,137,157,152,5
2024-05-18,5,20,Noodles,30.21,0,0,0,92,106,112,95,17
2024-05-19,6,20,Chicken Biryani,32.99,1,1,1,82,80,54,51,3
2024-05-20,0,21,Chicken Biryani,25.31,1,0,0,105,95,95,92,3
2024-05-21,1,21,Dal Tadka,28.96,1,0,0,103,98,97,95,2
2024-05-22,2,21,Masala Dosa,33.68,0,0,0,105,98,109,103,6
2024-05-23,3,21,Upma,30.31,1,0,0,64,71,46,36,10
2024-05-24,4,21,Noodles,31.72,1,1,0,124,130,121,117,4
2024-05-25,5,21,Sandwich,32.02,1,0,0,73,61,74,48,26
2024-05-26,6,21,Chicken Biryani,39.09,1,1,1,124,135,94,78,16
2024-05-27,0,22,Rajma Rice,28.04,0,0,0,130,133,141,133,8
2024-05-28,1,22,Rajma Rice,26.66,1,1,0,100,91,97,93,4
2024-05-29,2,22,Paratha,26.09,0,0,0,144,144,159,154,5
2024-05-30,3,22,Poha,33.75,0,1,0,77,80,112,87,25
2024-05-31,4,22,Paratha,25.75,0,1,0,114,111,153,134,19
2024-06-01,5,22,Noodles,29.86,1,0,0,95,98,82,56,26
2024-06-02,6,22,Pasta,30.59,0,1,1,79,93,84,63,21
2024-06-03,0,23,Sandwich,27.93,1,1,0,80,89,88,89,0
2024-06-04,1,23,Chole Bhature,33.22,0,0,0,109,123,109,102,7
2024-06-05,2,23,Sandwich,28.04,0,1,0,118,110,141,125,16
2024-06-06,3,23,Sandwich,31.59,1,1,0,78,85,81,85,0
2024-06-07,4,23,Noodles,31.05,0,1,0,73,71,97,93,4
2024-06-08,5,23,Fries,28.68,1,0,0,148,148,141,126,15
2024-06-09,6,23,Veg Biryani,35.44,1,0,1,83,82,39,24,15
2024-06-10,0,24,Upma,33.46,1,0,0,93,79,74,74,0
2024-06-11,1,24,Upma,25.1,1,1,0,127,125,138,106,32
2024-06-12,2,24,Pasta,20.21,0,1,0,127,112,167,154,13
2024-06-13,3,24,Fried Rice,25.02,0,1,0,125,137,165,150,15
2024-06-14,4,24,Rajma Rice,18.39,1,1,0,147,142,160,139,21
2024-06-15,5,24,Dal Tadka,29.96,1,1,0,87,72,107,84,23
2024-06-16,6,24,Fried Rice,31.01,0,1,1,69,58,85,56,29
2024-06-17,0,25,Chicken Biryani,29.26,0,0,0,69,63,91,65,26
2024-06-18,1,25,Pasta,20.13,1,1,0,87,101,87,63,24
2024-06-19,2,25,Masala Dosa,23.65,0,1,0,111,100,140,131,9
2024-06-20,3,25,Fries,28.11,0,1,0,68,59,104,99,5
2024-06-21,4,25,Fried Rice,31.35,1,1,0,99,95,116,112,4
2024-06-22,5,25,Idli Sambar,28.09,1,0,0,92,92,86,87,0
2024-06-23,6,25,Fried Rice,32.66,0,0,1,149,141,132,105,27
2024-06-24,0,26,Fried Rice,26.55,1,0,0,82,88,71,65,6
2024-06-25,1,26,Veg Biryani,34.31,0,0,0,94,79,109,112,0
2024-06-26,2,26,Noodles,33.71,0,0,0,94,93,107,86,21
2024-06-27,3,26,Sandwich,28.88,0,0,0,142,127,152,131,21
2024-06-28,4,26,Fried Rice,27.56,1,0,0,78,73,67,61,6
2024-06-29,5,26,Sandwich,35.01,0,1,0,97,107,140,137,3
2024-06-30,6,26,"Schezwan Fried Rice,Paneer Butter Masala",25.52,1,1,1,110,103,88,82,6
2024-07-01,0,27,Pasta,32.43,0,1,0,102,98,137,135,2
2024-07-02,1,27,Noodles,28.65,1,1,0,142,150,155,137,18
2024-07-03,2,27,Idli Sambar,26.47,1,1,0,88,89,92,73,19
2024-07-04,3,27,Poha,33.29,1,1,0,120,131,122,117,5
2024-07-05,4,27,Poha,30.82,0,1,0,148,149,177,155,22
2024-07-06,5,27,Poha,33.73,1,0,0,86,95,78,53,25
2024-07-07,6,27,Sandwich,32.26,1,1,1,127,120,93,85,8
2024-07-08,0,28,Masala Dosa,27.67,0,1,0,67,57,101,102,0
2024-07-09,1,28,Chicken Biryani,34.47,0,1,0,137,138,162,169,0
2024-07-10,2,28,Fries,31.62,0,0,0,64,71,67,64,3
2024-07-11,3,28,Noodles,28.94,0,0,0,82,82,96,74,22
2024-07-12,4,28,Fries,37.12,1,0,0,97,90,80,60,20
2024-07-13,5,28,Veg Biryani,30.13,0,0,0,138,136,155,152,3
